table_name,table_source,criterion,group,spell_name,spell_source
Spells [Name],GWF,Name,All,Jaundiced Gaze,GWF
Spells [Name],GWF,Name,All,Jungle Strike,GWF
Spells [Name],GWF,Name,All,Lacerate,GWF
Spells [Name],GWF,Name,All,Lacerating Chop,GWF
Spells [Name],GWF,Name,All,Lamentation,GWF
Spells [Name],GWF,Name,All,Lava Arrows,GWF
Spells [Name],GWF,Name,All,Leaping Mantis Sting,GWF
Spells [Name],GWF,Name,All,Life,GWF
Spells [Name],GWF,Name,All,Life Sheath,GWF
Spells [Name],GWF,Name,All,Lightning Hammer,GWF
Spells [Name],GWF,Name,All,Lively Was Naomei,GWF
Spells [Name],GWF,Name,All,Locust's Fury,GWF
Spells [Name],GWF,Name,All,Lyssa's Aura,GWF
Spells [Name],GWF,Name,All,Lyssa's Balance,GWF
Spells [Name],GWF,Name,All,Mantis Touch,GWF
Spells [Name],GWF,Name,All,Marauder's Shot,GWF
Spells [Name],GWF,Name,All,Mark of Death,GWF
Spells [Name],GWF,Name,All,Mark of Instability,GWF
Spells [Name],GWF,Name,All,Melandru's Shot,GWF
Spells [Name],GWF,Name,All,Mend Body and Soul,GWF
Spells [Name],GWF,Name,All,Mighty Was Vorizunun,GWF
Spells [Name],GWF,Name,All,Mirror of Ice,GWF
Spells [Name],GWF,Name,All,Mirrored Stance,GWF
Spells [Name],GWF,Name,All,Moebius Strike,GWF
Spells [Name],GWF,Name,All,Needling Shot,GWF
Spells [Name],GWF,Name,All,Nightmare Weapon,GWF
Spells [Name],GWF,Name,All,Nine Tail Strike,GWF
Spells [Name],GWF,Name,All,Oppressive Gaze,GWF
Spells [Name],GWF,Name,All,Order of Apostasy,GWF
Spells [Name],GWF,Name,All,Overload,GWF
Spells [Name],GWF,Name,All,Pain,GWF
Spells [Name],GWF,Name,All,Painful Bond,GWF
Spells [Name],GWF,Name,All,Palm Strike,GWF
Spells [Name],GWF,Name,All,Penetrating Attack/Sundering Attack,GWF
Spells [Name],GWF,Name,All,Penetrating Blow/Penetrating Chop,GWF
Spells [Name],GWF,Name,All,Point Blank Shot/Zojun's Shot,GWF
Spells [Name],GWF,Name,All,Poisonous Bite,GWF
Spells [Name],GWF,Name,All,Pounce,GWF
Spells [Name],GWF,Name,All,Power Leech,GWF
Spells [Name],GWF,Name,All,Power Return,GWF
Spells [Name],GWF,Name,All,Predatory Bond,GWF
Spells [Name],GWF,Name,All,Preservation,GWF
Spells [Name],GWF,Name,All,Primal Rage,GWF
Spells [Name],GWF,Name,All,Protective Was Kaolai,GWF
Spells [Name],GWF,Name,All,Protector's Defense,GWF
Spells [Name],GWF,Name,All,Psychic Distraction,GWF
Spells [Name],GWF,Name,All,Psychic Instability,GWF
Spells [Name],GWF,Name,All,Pure Strike/Jaizhenju Strike,GWF
Spells [Name],GWF,Name,All,Quivering Blade,GWF
Spells [Name],GWF,Name,All,Ray of Judgment,GWF
Spells [Name],GWF,Name,All,Recall (Guild Wars),GWF
Spells [Name],GWF,Name,All,Reckless Haste,GWF
Spells [Name],GWF,Name,All,Recuperation,GWF
Spells [Name],GWF,Name,All,Recurring Insecurity,GWF
Spells [Name],GWF,Name,All,Release Enchantments,GWF
Spells [Name],GWF,Name,All,Renewing Smash,GWF
Spells [Name],GWF,Name,All,Repeating Strike,GWF
Spells [Name],GWF,Name,All,Resilient Was Xiko,GWF
Spells [Name],GWF,Name,All,Resilient Weapon,GWF
Spells [Name],GWF,Name,All,Restoration,GWF
Spells [Name],GWF,Name,All,Resurrection Chant,GWF
Spells [Name],GWF,Name,All,Return,GWF
Spells [Name],GWF,Name,All,Reverse Hex,GWF
Spells [Name],GWF,Name,All,Ride the Lightning (Guild Wars),GWF
Spells [Name],GWF,Name,All,Rising Bile,GWF
Spells [Name],GWF,Name,All,Ritual Lord,GWF
Spells [Name],GWF,Name,All,Run as One,GWF
Spells [Name],GWF,Name,All,Rupture Soul,GWF
Spells [Name],GWF,Name,All,Scorpion Wire,GWF
Spells [Name],GWF,Name,All,Second Wind,GWF
Spells [Name],GWF,Name,All,Seeking Arrows,GWF
Spells [Name],GWF,Name,All,Seeping Wound,GWF
Spells [Name],GWF,Name,All,Selfless Spirit,GWF
Spells [Name],GWF,Name,All,Shadow Form,GWF
Spells [Name],GWF,Name,All,Shadow of Haste,GWF
Spells [Name],GWF,Name,All,Shadow Refuge,GWF
Spells [Name],GWF,Name,All,Shadow Sanctuary,GWF
Spells [Name],GWF,Name,All,Shadow Shroud,GWF
Spells [Name],GWF,Name,All,Shadow Strike/Lifebane Strike,GWF
Spells [Name],GWF,Name,All,Shadowsong,GWF
Spells [Name],GWF,Name,All,Shadowy Burden,GWF
Spells [Name],GWF,Name,All,Shameful Fear,GWF
Spells [Name],GWF,Name,All,Shared Burden,GWF
Spells [Name],GWF,Name,All,Sharpen Daggers,GWF
Spells [Name],GWF,Name,All,Shatter Storm,GWF
Spells [Name],GWF,Name,All,Shatterstone,GWF
Spells [Name],GWF,Name,All,Shelter,GWF
Spells [Name],GWF,Name,All,Shield Guardian,GWF
Spells [Name],GWF,Name,All,Shock Arrow,GWF
Spells [Name],GWF,Name,All,Shockwave,GWF
Spells [Name],GWF,Name,All,Shove,GWF
Spells [Name],GWF,Name,All,Shroud of Distress,GWF
Spells [Name],GWF,Name,All,Shroud of Silence,GWF
Spells [Name],GWF,Name,All,Signet of Corruption,GWF
Spells [Name],GWF,Name,All,Signet of Creation,GWF
Spells [Name],GWF,Name,All,Signet of Disenchantment,GWF
Spells [Name],GWF,Name,All,Signet of Disruption,GWF
Spells [Name],GWF,Name,All,Signet of Malice,GWF
Spells [Name],GWF,Name,All,Signet of Rage,GWF
Spells [Name],GWF,Name,All,Signet of Rejuvenation,GWF
Spells [Name],GWF,Name,All,Signet of Shadows,GWF
Spells [Name],GWF,Name,All,Signet of Spirits,GWF
Spells [Name],GWF,Name,All,Signet of Strength,GWF
Spells [Name],GWF,Name,All,Siphon Speed,GWF
Spells [Name],GWF,Name,All,Siphon Strength,GWF
Spells [Name],GWF,Name,All,Sliver Armor,GWF
Spells [Name],GWF,Name,All,Smoldering Embers,GWF
Spells [Name],GWF,Name,All,Snare (Guild Wars),GWF
Spells [Name],GWF,Name,All,Soothing,GWF
Spells [Name],GWF,Name,All,Soothing Memories,GWF
Spells [Name],GWF,Name,All,Soul Bind,GWF
Spells [Name],GWF,Name,All,Soul Twisting,GWF
Spells [Name],GWF,Name,All,Spear of Fury,GWF
Spells [Name],GWF,Name,All,Spear of Light,GWF
Spells [Name],GWF,Name,All,Spell Shield,GWF
Spells [Name],GWF,Name,All,Spinal Shivers/Shivers of Dread,GWF
Spells [Name],GWF,Name,All,Spirit Bond,GWF
Spells [Name],GWF,Name,All,Spirit Boon Strike,GWF
Spells [Name],GWF,Name,All,Spirit Burn,GWF
Spells [Name],GWF,Name,All,Spirit Channeling,GWF
Spells [Name],GWF,Name,All,Spirit Light,GWF
Spells [Name],GWF,Name,All,Spirit Light Weapon,GWF
Spells [Name],GWF,Name,All,Spirit Rift,GWF
Spells [Name],GWF,Name,All,Spirit Siphon,GWF
Spells [Name],GWF,Name,All,Spirit to Flesh,GWF
Spells [Name],GWF,Name,All,Spirit Transfer,GWF
Spells [Name],GWF,Name,All,Spirit Walk,GWF
Spells [Name],GWF,Name,All,Splinter Shot,GWF
Spells [Name],GWF,Name,All,Splinter Weapon,GWF
Spells [Name],GWF,Name,All,Spoil Victor,GWF
Spells [Name],GWF,Name,All,Standing Slash,GWF
Spells [Name],GWF,Name,All,Star Burst,GWF
Spells [Name],GWF,Name,All,Stolen Speed,GWF
Spells [Name],GWF,Name,All,Summon Spirits,GWF
Spells [Name],GWF,Name,All,Sun and Moon Slash,GWF
Spells [Name],GWF,Name,All,Symbol of Wrath/Kirin's Wrath,GWF
Spells [Name],GWF,Name,All,Sympathetic Visage/Ancestor's Visage,GWF
Spells [Name],GWF,Name,All,Taste of Pain,GWF
Spells [Name],GWF,Name,All,Teinai's Crystals,GWF
Spells [Name],GWF,Name,All,Teinai's Heat,GWF
Spells [Name],GWF,Name,All,Teinai's Prison,GWF
Spells [Name],GWF,Name,All,Teinai's Wind,GWF
Spells [Name],GWF,Name,All,Temple Strike,GWF
Spells [Name],GWF,Name,All,Tiger Stance,GWF
Spells [Name],GWF,Name,All,Tiger's Fury/Bestial Fury,GWF
Spells [Name],GWF,Name,All,Touch of Agony/Wallow's Bite,GWF
Spells [Name],GWF,Name,All,Tranquil Was Tanasen,GWF
Spells [Name],GWF,Name,All,Tranquility,GWF
Spells [Name],GWF,Name,All,Trapper's Focus,GWF
Spells [Name],GWF,Name,All,Triple Chop,GWF
Spells [Name],GWF,Name,All,Triple Shot,GWF
Spells [Name],GWF,Name,All,Twisting Fangs,GWF
Spells [Name],GWF,Name,All,Union,GWF
Spells [Name],GWF,Name,All,Unnatural Signet,GWF
Spells [Name],GWF,Name,All,Unseen Fury,GWF
Spells [Name],GWF,Name,All,Unsteady Ground,GWF
Spells [Name],GWF,Name,All,Unsuspecting Strike,GWF
Spells [Name],GWF,Name,All,Vampiric Spirit,GWF
Spells [Name],GWF,Name,All,Vampiric Swarm,GWF
Spells [Name],GWF,Name,All,Vampiric Touch/Vampiric Bite,GWF
Spells [Name],GWF,Name,All,Vapor Blade,GWF
Spells [Name],GWF,Name,All,Vengeful Was Khanhei,GWF
Spells [Name],GWF,Name,All,Vengeful Weapon,GWF
Spells [Name],GWF,Name,All,Vile Miasma,GWF
Spells [Name],GWF,Name,All,Viper's Defense,GWF
Spells [Name],GWF,Name,All,Viper's Nest,GWF
Spells [Name],GWF,Name,All,Vital Weapon,GWF
Spells [Name],GWF,Name,All,Wail of Doom,GWF
Spells [Name],GWF,Name,All,Wailing Weapon,GWF
Spells [Name],GWF,Name,All,Wanderlust,GWF
Spells [Name],GWF,Name,All,Ward of Stability,GWF
Spells [Name],GWF,Name,All,Way of Perfection,GWF
Spells [Name],GWF,Name,All,Way of the Empty Palm,GWF
Spells [Name],GWF,Name,All,Way of the Fox,GWF
Spells [Name],GWF,Name,All,Way of the Lotus,GWF
Spells [Name],GWF,Name,All,Weaken Knees,GWF
Spells [Name],GWF,Name,All,Weapon of Quickening,GWF
Spells [Name],GWF,Name,All,Weapon of Shadow,GWF
Spells [Name],GWF,Name,All,Weapon of Warding,GWF
Spells [Name],GWF,Name,All,Well of Weariness,GWF
Spells [Name],GWF,Name,All,Whirling Axe,GWF
Spells [Name],GWF,Name,All,Wielder's Boon,GWF
Spells [Name],GWF,Name,All,Wild Strike,GWF
Spells [Name],GWF,Name,All,Withdraw Hexes,GWF
Spells [Name],GWF,Name,All,Word of Censure,GWF
Spells [Name],GWF,Name,All,Yeti Smash,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,"""Coward!""",GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,"""On Your Knees!""",GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,"""Save Yourselves!""",GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,"""You Will Die!""",GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Auspicious Blow,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Auspicious Parry,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Dragon Slash,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Fierce Blow,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Forceful Blow,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Galrath Slash/Silverwing Slash,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Penetrating Blow/Penetrating Chop,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Primal Rage,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Quivering Blade,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Spear of Fury,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Standing Slash,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Sun and Moon Slash,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Whirling Axe,GWF
Spells [Background: Adrenaline],GWF,Background,Adrenaline,Yeti Smash,GWF
Spells [Background: Air Magic],GWF,Background,Air Magic,Arc Lightning,GWF
Spells [Background: Air Magic],GWF,Background,Air Magic,Gust,GWF
Spells [Background: Air Magic],GWF,Background,Air Magic,Lightning Hammer,GWF
Spells [Background: Air Magic],GWF,Background,Air Magic,Ride the Lightning (Guild Wars),GWF
Spells [Background: Air Magic],GWF,Background,Air Magic,Shock Arrow,GWF
Spells [Background: Air Magic],GWF,Background,Air Magic,Teinai's Wind,GWF
Spells [Background: Allegiance rank],GWF,Background,Allegiance rank,"""Save Yourselves!""",GWF
Spells [Background: Allegiance rank],GWF,Background,Allegiance rank,Aura of Holy Might,GWF
Spells [Background: Allegiance rank],GWF,Background,Allegiance rank,Elemental Lord,GWF
Spells [Background: Allegiance rank],GWF,Background,Allegiance rank,Ether Nightmare,GWF
Spells [Background: Allegiance rank],GWF,Background,Allegiance rank,Selfless Spirit,GWF
Spells [Background: Allegiance rank],GWF,Background,Allegiance rank,Shadow Sanctuary,GWF
Spells [Background: Allegiance rank],GWF,Background,Allegiance rank,Signet of Corruption,GWF
Spells [Background: Allegiance rank],GWF,Background,Allegiance rank,Spear of Fury,GWF
Spells [Background: Allegiance rank],GWF,Background,Allegiance rank,Summon Spirits,GWF
Spells [Background: Allegiance rank],GWF,Background,Allegiance rank,Triple Shot,GWF
Spells [Background: Armor Penetration],GWF,Background,Armor Penetration,Arc Lightning,GWF
Spells [Background: Armor Penetration],GWF,Background,Armor Penetration,Cruel Was Daoshen,GWF
Spells [Background: Armor Penetration],GWF,Background,Armor Penetration,Destruction,GWF
Spells [Background: Armor Penetration],GWF,Background,Armor Penetration,Iron Palm,GWF
Spells [Background: Armor Penetration],GWF,Background,Armor Penetration,Lightning Hammer,GWF
Spells [Background: Armor Penetration],GWF,Background,Armor Penetration,Penetrating Attack/Sundering Attack,GWF
Spells [Background: Armor Penetration],GWF,Background,Armor Penetration,Penetrating Blow/Penetrating Chop,GWF
Spells [Background: Armor Penetration],GWF,Background,Armor Penetration,Shock Arrow,GWF
Spells [Background: Ascalon],GWF,Background,Ascalon,Dodge/Zojun's Haste,GWF
Spells [Background: Ascalon],GWF,Background,Ascalon,Heal Area/Karei's Healing Circle,GWF
Spells [Background: Ascalon],GWF,Background,Ascalon,Penetrating Attack/Sundering Attack,GWF
Spells [Background: Ascalon],GWF,Background,Ascalon,Penetrating Blow/Penetrating Chop,GWF
Spells [Background: Ascalon],GWF,Background,Ascalon,Shadow Strike/Lifebane Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Assassin's Promise,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Aura of Displacement,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Beguiling Haze,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Black Lotus Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Black Mantis Thrust,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Blades of Steel,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Blinding Powder,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Caltrops,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Crippling Dagger,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Critical Defenses,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Critical Eye,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Critical Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Dancing Daggers,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Dark Apostasy,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Dark Escape,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Dark Prison,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Dash,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Death Blossom,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Death's Charge,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Desperate Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Disrupting Stab,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Enduring Toxin,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Entangling Asp,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Exhausting Assault,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Expose Defenses,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Expunge Enchantments,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Falling Spider,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Flashing Blades,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Fox Fangs,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Golden Lotus Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Golden Phoenix Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Heart of Shadow,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Horns of the Ox,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Impale,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Iron Palm,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Jagged Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Jungle Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Leaping Mantis Sting,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Locust's Fury,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Mantis Touch,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Mark of Death,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Mark of Instability,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Mirrored Stance,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Moebius Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Nine Tail Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Palm Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Recall (Guild Wars),GWF
Spells [Background: Assassin],GWF,Background,Assassin,Repeating Strike,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Return,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Scorpion Wire,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Seeping Wound,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Shadow Form,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Shadow of Haste,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Shadow Refuge,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Shadow Sanctuary,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Shadow Shroud,GWF
Spells [Background: Assassin],GWF,Background,Assassin,Shadowy Burden,GWF
